ID,Year,Start,End,Operation,Parent,Duration (days),Days into parent,Drones,Air to air,Cruise missiles,Aerial bombing,Close air support,Ground troops,Paramil,US allies,State targets,Non-state targets,Latitude,Longitude,Urban,Forest,Mountain,Side A casualties,Side B casualties,Civilian casualties,US casualties,Latitude_Clean,Longitude_Clean,Coordinate_Status,Coordinate_Note
29,2017,2017-03-22,2017-05-10,Battle of Tabqa Dam,Syrian Civil War,49,2199,0,0,0,0,1,1,1,6,1,1,355.501.285,384.849.923,0,0,1,,237,,,35.5501285,38.4849923,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
194,2017,2017-04-13,2017-04-13,2017 Nangarhar airstrike,War in Afghanistan,0,5667,0,0,0,1,0,0,0,0,0,1,340.733.375.549.316,706.312.103.271.484,0,0,1,,,,,34.07333755,70.63121033,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
76,2017,2017-04-25,2017-06-27,Western Nineveh offensive (2017),American-led intervention in Iraq (2014–present),63,1045,0,0,0,1,0,0,0,2,1,1,36.229.574,422.362.435,0,0,0,20,507,,0,36.229574,42.2362435,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
238,2017,2017-04-26,2017-04-27,Mohmand Valley raid,War in Afghanistan,1,5680,1,0,0,1,1,0,1,1,1,1,340.733.375.549.316,706.312.103.271.484,0,0,1,2,36,,2,34.07333755,70.63121033,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
42,2017,2017-05-05,2017-05-05,2017 raid on Barii,Somali Civil War,0,9596,0,0,0,0,0,0,1,1,1,1,101.203.847,496.911.374,0,0,0,1,6,,1,1.01203847,49.6911374,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
5,2017,2017-05-07,2017-05-07,2017 Shayrat missile strike,Syrian Civil War,0,2245,0,0,1,0,0,0,0,0,1,0,344.941.673.278.809,369.111.099.243.164,2,0,1,,,2,,34.49416733,36.91110992,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
15,2017,2017-05-07,2017-07-13,2017 Baghdad–Damascus highway offensive,Syrian Civil War,67,2245,0,1,0,1,0,0,1,4,3,1,,,0,0,0,,,,,33.50583,38.61778,approx_from_operation_name,Al-Tanf / Baghdad-Damascus highway area
16,2017,2017-05-07,2017-07-13,2017 Baghdad–Damascus highway offensive,Syrian Civil War,67,2245,0,0,0,0,0,0,1,4,3,1,,,0,0,0,,,,,33.50583,38.61778,approx_from_operation_name,Al-Tanf / Baghdad-Damascus highway area
286,2017,2017-05-23,2017-05-23,Raid on Al Hathla,Yemeni Crisis,0,,0,0,0,0,1,0,1,0,1,1,15.515.888,454.498.065,0,0,1,0,7,5,0,15.515888,45.4498065,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
28,2017,2017-06-06,2017-10-17,Battle of Raqqa (2017),Syrian Civil War,133,2275,0,0,0,1,0,0,0,1,1,1,359.594.106,389.981.052,2,0,1,655,1246,1700,0,35.9594106,38.9981052,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
10,2017,2017-06-18,2017-06-18,Ja'Din shootdown incident,Syrian Civil War,0,2287,0,1,0,0,0,0,0,1,1,0,356.805.572.509.766,387.111.129.760.742,0,0,1,0,0,0,0,35.68055725,38.71111298,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
25,2017,2017-09-08,2018-08-04,Deir ez-Zor offensive,Syrian Civil War,330,2369,0,0,0,1,1,1,1,9,0,1,34.802.075,38.996.815,,,,1372,3261,634,,34.802075,38.996815,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
77,2017,2017-09-20,2017-10-08,Hawija offensive (2017),American-led intervention in Iraq (2014–present),18,1193,0,0,0,1,0,0,0,3,1,1,353.250.007.629.395,437.722.206.115.723,2,0,0,,942,,,35.32500076,43.77222061,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
179,2017,2017-11-21,2017-11-21,November 2017 Somalia airstrike,Operation Enduring Freedom – Horn of Africa,0,5524,1,0,0,1,0,0,0,0,1,1,4.321.015,452.993.862,0,0,0,0,100,,0,4.321015,45.2993862,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
6,2018,2018-04-12,2018-04-12,2018 missile strikes against Syria,Syrian Civil War,0,2585,0,0,1,0,0,0,0,2,1,0,34.802.075,38.996.815,0,0,1,,,,,34.802075,38.996815,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
268,2018,2018-08-10,2018-08-15,Ghazni offensive,War in Afghanistan,5,6151,0,0,0,1,0,1,1,1,1,1,335.491.676.330.566,684.233.322.143.555,2,0,1,170,1000,150,0,33.54916763,68.42333221,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
180,2018,2018-12-15,2018-12-16,December 2018 airstrikes in Gandarshe,Operation Enduring Freedom – Horn of Africa,1,5913,0,0,0,1,0,0,0,1,1,1,183.333.301.544.189,44.966.667.175.293,0,0,0,,,,,1.83333302,44.96666718,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
9,2019,2019-01-26,2019-10-27,Barisha raid,Syrian Civil War,274,2874,1,0,1,1,1,0,1,0,1,2,361.657.981.872.559,366.273.994.445.801,0,0,1,0,19,2,0,36.16579819,36.62739944,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
36,2019,2019-12-29,2019-12-29,December 2019 United States airstrikes in Iraq and Syria,2019–20 Persian Gulf crisis,0,238,0,0,0,1,0,0,0,0,1,1,329.000.015.258.789,415.999.984.741.211,0,0,0,0,25,0,0,32.90000153,41.59999847,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
34,2020,2020-01-03,2020-01-03,2020 Baghdad International Airport airstrike,2019–20 Persian Gulf crisis,0,243,1,0,0,0,0,0,0,0,2,1,33.258.056.640.625,442.561.111.450.195,2,0,0,,,,,33.25805664,44.25611115,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
35,2020,2020-01-03,2020-01-03,2020 Baghdad International Airport airstrike,2019–20 Persian Gulf crisis,0,243,1,0,0,0,0,0,0,0,2,1,33.258.056.640.625,442.561.111.450.195,2,0,0,0,10,0,0,33.25805664,44.25611115,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
37,2021,2021-02-25,2021-02-25,February 2021 United States airstrike in Syria,2019–20 Persian Gulf crisis,0,662,0,0,0,1,0,0,0,0,1,2,344.536.094.665.527,409.366.683.959.961,2,0,0,0,11,0,0,34.45360947,40.9366684,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
38,2021,2021-06-28,2021-06-28,June 2021 United States airstrike in Syria,2019–20 Persian Gulf crisis,0,785,0,0,0,1,0,0,0,0,1,2,344.536.094.665.527,409.366.683.959.961,2,0,0,0,7,0,0,34.45360947,40.9366684,cleaned_from_original,Decimal restored using operation/parent theater bbox; review if exact location matters
